year,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term_in_months,property_value,income,Credit_Score,Status
2019,246500,4.875,0.457,3022,360,318000,5100,802,1
2019,96500,4.99,1.4946,3022,360,108000,3480,670,1
2019,106500,3.99,1.2158,3022.06,180,158000,5880,813,0
2019,276500,4.99,0.9837,3022.25,360,2758000,4680,624,1
2019,236500,3.125,0.0855,3022.27,180,498000,13080,692,0
2019,296500,3.625,-0.033,3022.39,360,398000,2760,745,0
2019,186500,3.75,0.0743,3022.5,360,188000,4740,528,0
2019,356500,3.75,0.7714,3022.5,180,478000,12540,594,0
2019,356500,4.125,0.0208,3023.5,360,548000,5640,517,0
2019,106500,4.5,1.0169,3023.75,360,168000,1500,507,0
2019,306500,3.625,0.246,3023.81,360,308000,5280,694,0
2019,136500,3.25,-0.2078,3023.84,360,138000,1920,817,0
2019,726500,3.25,-0.4515,3024,360,808000,14520,560,0
2019,306500,3.625,-0.0444,3024,360,378000,5820,884,0
2019,546500,3.625,0.0497,3024,360,918000,9120,712,0
2019,196500,4.375,0.75,3024,360,248000,3300,848,0
2019,256500,3.99,1.2735,3024.04,360,258000,3360,580,0
2019,136500,3.875,1.0083,3024.07,180,218000,3840,807,0
2019,106500,3.99,1.274,3024.13,360,138000,1860,768,0
2019,106500,4.875,0.6488,3024.16,360,148000,2520,622,1
2019,66500,4.625,1.3596,3024.17,360,148000,3120,705,0
2019,176500,3.75,0.1968,3024.4,180,288000,2880,788,0
2019,136500,4.75,0.4389,3024.4,360,338000,12240,577,0
2019,166500,3.99,1.0778,3024.5,180,238000,6900,534,0
2019,86500,3.25,1.1032,3024.54,180,148000,1500,575,0
2019,186500,4.56,0.238,3024.6,324,858000,4140,679,0
2019,216500,4.25,0.0166,3024.69,360,288000,3540,674,0
2019,106500,3.875,0.4376,3024.91,360,178000,1200,785,0
2019,256500,3.125,0.0983,3025,180,388000,8760,543,0
2019,226500,3.625,0.1236,3025,360,278000,2760,546,0
2019,76500,3.875,1.0238,3025,144,248000,2640,611,0
2019,176500,3.875,1.0039,3025,240,318000,4800,522,0
2019,106500,3.99,0.03,3025,360,198000,2340,620,0
2019,306500,3.99,0.5749,3025,180,708000,4920,875,0
2019,306500,3.99,0.3569,3025,180,538000,6720,804,0
2019,106500,4.125,0.1481,3025,360,418000,4800,751,0
2019,376500,4.125,0.0527,3025,360,508000,5640,713,0
2019,156500,4.18,0.0889,3025,360,328000,4380,579,0
2019,106500,4.25,0.9996,3025,180,158000,2040,516,0
2019,66500,4.25,1.3666,3025,180,88000,3060,637,0
2019,256500,4.25,0.6538,3025,180,318000,5160,857,0
2019,376500,4.25,-0.143,3025,360,648000,6120,811,0
2019,306500,4.25,0.5659,3025,240,748000,6420,564,0
2019,156500,4.25,0.8054,3025,108,828000,9300,838,0
2019,106500,4.375,0.4789,3025,360,358000,1920,780,0
2019,126500,4.375,0.8857,3025,180,188000,2460,874,0
2019,116500,4.375,0.2374,3025,324,518000,3360,664,0
2019,126500,4.5,0.5545,3025,360,308000,2220,875,0
2019,106500,4.5,0.4969,3025,360,168000,2460,551,0
2019,106500,4.5,0.354,3025,360,218000,2760,616,0
2019,256500,4.5,0.1554,3025,360,428000,3600,543,0
2019,256500,4.5,0.4712,3025,360,1338000,5760,713,0
2019,306500,4.5,0.8336,3025,180,828000,6600,847,0
2019,126500,4.5,1.0946,3025,360,198000,6780,555,0
2019,106500,4.56,0.7865,3025,360,188000,2580,695,0
2019,306500,4.56,0.2921,3025,360,458000,5520,768,0
2019,76500,4.625,0.9732,3025,360,128000,2580,696,0
2019,76500,4.625,1.417,3025,180,158000,2820,566,0
2019,106500,4.625,0.7411,3025,360,128000,2820,598,0
2019,106500,4.625,0.9462,3025,360,348000,3600,769,0
2019,156500,4.625,0.4526,3025,360,308000,4200,898,0
2019,106500,4.75,1.0269,3025,300,178000,2160,867,0
2019,226500,4.875,1.2508,3025,360,278000,3300,718,1
2019,126500,4.99,0.6102,3025,360,198000,2280,701,1
2019,106500,4.99,0.8699,3025,324,138000,2700,767,1
2019,156500,4.99,0.7371,3025,360,278000,2940,680,1
2019,106500,4.99,0.8887,3025,360,358000,4620,581,1
2019,106500,4.99,0.9439,3025,360,198000,6180,598,1
2019,106500,5.25,1.1486,3025,360,198000,6480,685,1
2019,126500,5.25,1.4312,3025,360,218000,6540,722,1
2019,106500,5.375,1.1572,3025,324,198000,5700,621,1
2019,226500,5.5,1.208,3025,300,228000,3600,614,1
2019,106500,5.625,1.4991,3025,360,158000,6480,501,1
2019,156500,3.99,0.4241,3025.32,360,188000,3060,837,0
2019,146500,3.75,1.0637,3025.41,360,208000,4500,759,0
2019,126500,4.375,1.0593,3025.88,240,368000,3300,865,0
2019,726500,3.625,-0.1591,3026,360,1438000,11100,536,0
2019,106500,4.875,0.9831,3026.13,360,208000,2040,560,1
2019,116500,3.75,0.9987,3026.22,360,138000,3480,513,0
2019,96500,3.49,0.7131,3026.23,360,118000,1380,891,0
2019,156500,4.375,1.5032,3026.25,360,478000,5340,685,0
2019,76500,4.5,0.6373,3026.25,360,268000,1020,835,0
2019,236500,3.75,0.1033,3026.45,360,338000,7860,736,0
2019,86500,4.75,1.3688,3026.5,360,258000,3420,845,0
2019,146500,3.75,0.9797,3027.06,360,178000,3300,897,0
2019,486500,3.99,0.2824,3027.19,360,658000,5460,535,0
2019,266500,3.5,0.272,3027.36,360,268000,4260,826,0
2019,166500,3.99,0.3954,3027.47,180,278000,4740,511,0
2019,356500,3.99,0.119,3027.5,360,398000,8040,692,0
2019,56500,4.625,1.4345,3027.5,360,78000,1500,700,0
2019,96500,5.375,1.3844,3027.5,360,138000,1920,519,1
2019,476500,4.99,1.3734,3027.51,360,708000,12000,602,1
2019,136500,4.875,1.028,3027.56,360,188000,5340,834,1
2019,476500,4.5,0.992,3027.69,360,498000,9840,737,0
2019,136500,4.375,1.4218,3027.72,240,228000,4920,525,0
2019,106500,4.5,0.6037,3027.75,360,158000,21000,898,0
2019,386500,3.25,-0.3643,3027.95,360,788000,6600,881,0
2019,306500,3.625,-0.0156,3028,360,468000,5700,754,0
2019,106500,4.125,1.2411,3028,132,128000,3600,771,0
2019,96500,4.5,1.0606,3028.13,180,148000,4680,858,0
2019,146500,4.875,0.863,3028.13,360,188000,3600,591,1
2019,206500,3.375,0.5423,3028.36,360,208000,3360,641,0
2019,456500,3.99,0.4523,3028.48,360,568000,6600,576,0
2019,106500,4.125,0.573,3028.51,360,108000,1800,778,0
2019,116500,4.99,1.502,3028.7,360,158000,7500,582,1
2019,486500,4.125,0.4149,3028.8,360,608000,4800,625,0
2019,96500,3.99,1.222,3028.97,240,158000,3480,555,0
2019,86500,3.5,0.7424,3028.99,360,188000,1320,771,0
2019,236500,3.99,0.7789,3029,324,258000,4620,821,0
2019,106500,4.25,0.8847,3029,180,138000,3840,598,0
2019,96500,4.99,1.3058,3029,300,138000,2460,682,1
2019,106500,4.5,1.1771,3029.14,360,268000,3120,691,0
2019,76500,4.625,0.8278,3029.25,360,138000,2880,545,0
2019,106500,4.75,0.708,3029.69,360,138000,1920,864,0
2019,176500,3.875,0.3808,3029.75,312,228000,3240,836,0
2019,646500,4.99,0.5509,3029.9,360,828000,13860,794,1
2019,106500,4.5,1.0729,3029.93,360,148000,2160,601,0
2019,176500,3.375,0.1859,3030,120,488000,3960,887,0
2019,356500,3.5,-0.0872,3030,360,448000,14580,648,0
2019,186500,3.99,0.2763,3030,108,528000,5640,568,0
2019,176500,4.125,0.701,3030,324,238000,3360,829,0
2019,376500,4.125,0.1038,3030,360,478000,9600,794,0
2019,176500,4.18,0.0058,3030,360,218000,1860,648,0
2019,676500,4.25,0.0857,3030,360,748000,8760,557,0
2019,106500,4.625,1.2223,3030,360,258000,3180,610,0
2019,96500,4.625,0.8834,3030,360,248000,3180,739,0
2019,156500,4.75,0.4825,3030,360,188000,2460,893,0
2019,186500,4.75,0.2584,3030,360,268000,3300,565,0
2019,106500,4.99,0.4818,3030,360,168000,3240,691,1
2019,106500,4.5,0.7004,3030.14,360,178000,2700,610,0
2019,666500,3.99,0.5354,3030.2,360,758000,7380,837,0
2019,226500,4,0.1586,3030.27,360,328000,6600,665,0
2019,86500,4.75,1.3006,3030.41,360,108000,1500,568,0
2019,236500,3.75,0.2988,3030.54,360,248000,6120,656,0
2019,346500,4.375,0.1301,3030.63,360,578000,7140,682,0
2019,156500,3.875,0.4144,3030.78,348,188000,3240,781,0
2019,116500,4.75,1.1634,3030.8,360,238000,2280,714,0
2019,186500,3.75,0.2871,3030.87,324,258000,6180,762,0
2019,186500,4.375,0.8067,3031,240,198000,4980,699,0
2019,156500,3.625,0.8573,3031.08,180,198000,5160,737,0
2019,296500,3.375,0.4751,3031.14,180,408000,11100,636,0
2019,126500,3.625,0.0025,3031.15,360,138000,4260,689,0
2019,76500,3.5,1.007,3031.25,168,248000,1620,705,0
2019,76500,3.875,1.4162,3031.25,204,178000,2280,810,0
2019,76500,3.875,1.3362,3031.25,180,138000,2520,885,0
2019,166500,3.875,1.115,3031.25,180,258000,5760,518,0
2019,76500,3.99,1.4466,3031.25,180,398000,1380,862,0
2019,126500,4,0.5591,3031.25,360,218000,2640,692,0
2019,76500,4.125,1.0166,3031.25,360,308000,1200,708,0
2019,76500,4.375,1.2727,3031.25,240,178000,3540,711,0
2019,76500,4.5,1.0962,3031.25,360,128000,960,624,0
2019,96500,4.5,0.7441,3031.25,360,298000,1080,690,0
2019,76500,4.5,1.1577,3031.25,360,178000,1140,817,0
2019,76500,4.5,1.2189,3031.25,360,138000,1980,807,0
2019,76500,4.5,1.2473,3031.25,360,178000,2400,577,0
2019,356500,4.5,0.6829,3031.25,360,378000,6840,592,0
2019,76500,4.625,1.4381,3031.25,360,248000,2400,816,0
2019,76500,4.625,1.4287,3031.25,360,148000,3840,860,0
2019,106500,4.625,1.4157,3031.25,360,478000,6360,536,0
2019,76500,4.75,1.4132,3031.25,360,278000,3360,558,0
2019,286500,4.75,1.0127,3031.25,360,428000,4860,784,0
2019,76500,4.99,1.3074,3031.25,360,188000,1800,643,1
2019,106500,3.99,0.1386,3031.31,360,138000,4920,844,0
2019,126500,4.5,1.1463,3031.31,360,288000,2220,549,0
2019,186500,4.625,1.0389,3031.31,360,258000,3180,694,0
2019,176500,4,1.1732,3031.47,360,228000,3360,835,0
2019,126500,3.75,0.9237,3031.5,360,188000,2760,753,0
2019,106500,4.5,1.2181,3031.7,360,358000,1980,586,0
2019,166500,3.99,1.0943,3031.75,360,188000,3840,618,0
2019,486500,3.99,0.3087,3031.78,360,898000,11220,621,0
2019,196500,3.99,0.38,3031.89,168,618000,4740,695,0
2019,186500,3.5,0.2997,3032.02,120,228000,18360,670,0
2019,376500,3.99,0.231,3032.22,360,478000,3540,530,0
2019,896500,2.75,-0.4582,3032.5,180,3108000,36960,650,0
2019,246500,3.99,0.3302,3032.5,348,328000,3360,515,0
2019,176500,4.75,1.192,3032.58,360,228000,2520,683,0
2019,176500,3.99,1.0213,3032.91,240,258000,3840,677,0
2019,346500,4.25,-0.0246,3033,360,428000,5280,512,0
2019,316500,4.99,0.995,3033,360,338000,7020,768,1
2019,236500,4.75,1.0528,3033.19,360,248000,4320,784,0
2019,76500,3.375,0.6768,3033.23,360,98000,5400,731,0
2019,256500,4.25,0.5612,3033.25,180,368000,6360,738,0
2019,526500,4,0.2766,3033.27,360,698000,7200,742,0
2019,166500,3.5,-0.0399,3033.28,360,338000,3720,810,0
2019,76500,3.875,0.4813,3033.5,360,158000,1680,595,0
2019,86500,3.875,1.2805,3033.5,180,148000,2520,690,0
2019,106500,5.375,1.3148,3033.5,360,168000,6060,542,1
2019,126500,3.99,1.2717,3033.52,168,188000,2700,876,0
2019,156500,4.5,1.4492,3034,240,238000,6840,523,0
2019,106500,5.625,1.3471,3034,360,1078000,1680,811,1
2019,136500,3.375,0.2366,3034.01,180,238000,4140,683,0
2019,106500,3.5,0.8634,3034.2,180,318000,4020,861,0
2019,246500,3.99,0.5157,3034.44,360,238000,2700,831,0
2019,96500,4.875,1.5638,3034.71,360,148000,4140,852,1
2019,356500,3.75,0.3378,3035,360,438000,6960,533,0
2019,106500,3.875,1.2856,3035,360,128000,3120,816,0
2019,106500,3.99,0.4979,3035,360,138000,1080,543,0
2019,86500,3.99,1.314,3035,180,138000,2820,868,0
2019,106500,3.99,0.0458,3035,360,398000,3720,722,0
2019,86500,3.99,1.3521,3035,180,108000,4380,692,0
2019,286500,4.125,0.63,3035,360,358000,3660,845,0
2019,116500,4.25,0.6753,3035,360,158000,1620,622,0
2019,76500,4.25,0.8857,3035,360,118000,5640,702,0
2019,266500,4.375,0.3811,3035,360,548000,3720,864,0
2019,86500,4.5,1.0365,3035,360,138000,2040,661,0
2019,116500,4.5,1.1577,3035,360,138000,2940,860,0
2019,356500,4.5,0.738,3035,360,458000,7620,778,0
2019,106500,4.99,1.4511,3035,360,178000,1440,519,1
2019,156500,4.49,0.9714,3035.25,360,158000,2460,504,0
2019,166500,3.5,-0.0678,3035.3,360,258000,2160,577,0
2019,226500,3.875,0.2074,3035.34,360,388000,4800,684,0
2019,106500,3.99,-0.0935,3035.34,360,148000,4500,551,0
2019,106500,4.625,0.7134,3035.34,360,128000,2640,757,0
2019,96500,4.625,1.2186,3035.35,360,168000,2700,515,0
2019,306500,3.625,0.0386,3035.45,360,458000,11880,556,0
2019,176500,4.75,1.4211,3036,360,188000,4260,860,0
2019,476500,3.75,0.1248,3036.31,360,808000,6360,689,0
2019,156500,4.25,0.7694,3036.5,360,358000,2760,768,0
2019,106500,4.875,0.7332,3036.6,360,158000,1500,845,0
2019,296500,3.25,-0.3368,3036.69,360,418000,5880,558,0
2019,86500,4.125,1.4303,3037.13,240,118000,2760,563,0
2019,96500,4.625,1.3277,3037.19,360,218000,1560,709,0
2019,246500,3.56,-0.1245,3037.5,360,358000,5820,518,0
2019,406500,3.625,0.1378,3037.5,360,468000,9060,511,0
2019,116500,3.75,0.1711,3037.5,360,228000,1380,619,0
2019,206500,3.99,0.4853,3037.5,312,348000,3480,799,0
2019,136500,4.25,0.6315,3037.5,360,168000,5100,890,0
2019,306500,4.375,-0.007,3037.5,360,858000,4260,711,0
2019,216500,4.375,-0.173,3037.5,360,368000,4980,855,0
2019,116500,4.625,1.493,3037.5,240,168000,2460,587,0
2019,116500,4.625,1.0622,3037.5,360,188000,2520,608,0
2019,136500,4.75,0.6336,3037.5,360,198000,2880,621,0
2019,166500,4.875,1.4143,3037.5,360,278000,5400,582,1
2019,406500,5.375,1.2952,3037.5,360,608000,7500,707,1
2019,206500,3.99,0.6271,3037.63,360,218000,2340,585,0
2019,276500,4.375,1.0051,3037.71,360,278000,4680,717,0
2019,386500,4.875,0.6114,3037.75,360,438000,12960,678,1
2019,356500,4.56,0.1987,3037.86,360,508000,4920,782,0
2019,186500,4.75,0.4004,3037.9,360,208000,2460,777,0
2019,56500,3.99,1.3687,3038,180,198000,4200,509,0
2019,116500,4.125,0.6988,3038,360,148000,2220,656,0
2019,186500,5.375,1.4103,3038,360,218000,4440,518,1
2019,256500,4.5,0.3259,3038.13,324,268000,5400,748,0
2019,436500,2.875,-0.5831,3038.4,96,2008000,15600,605,0
2019,216500,4.75,0.8706,3038.47,360,228000,7500,791,0
2019,476500,3.5,-0.3069,3038.75,360,808000,8280,503,0
2019,716500,4.625,1.0273,3038.75,360,1098000,13440,706,0
2019,126500,4.75,1.3536,3039,360,158000,5100,844,0
2019,266500,3.75,0.2571,3039.2,360,368000,5280,550,0
2019,76500,3.75,1.0123,3039.29,180,88000,5820,532,0
2019,156500,4.5,0.8579,3039.29,360,278000,2880,624,0
2019,86500,3.375,0.2736,3039.3,360,188000,3240,812,0
2019,116500,3.99,1.1898,3039.49,360,198000,4740,605,0
2019,136500,4.99,0.7673,3039.52,360,218000,1980,655,1
2019,596500,4,-0.052,3039.55,360,808000,8400,543,0
2019,156500,3.99,0.7351,3039.65,360,168000,3480,694,0
2019,306500,4.625,1.8332,3039.75,360,318000,5640,557,0
2019,306500,4.75,1.6293,3039.75,360,318000,4080,846,0
2019,386500,2.75,-0.5274,3040,120,928000,7500,799,0
2019,176500,3.5,-0.0848,3040,360,318000,3360,843,0
2019,306500,3.625,-0.1114,3040,360,418000,3000,586,0
2019,386500,3.625,-0.0078,3040,360,518000,11100,674,0
2019,176500,3.875,0.2469,3040,360,428000,2460,510,0
2019,356500,3.99,0.2708,3040,360,508000,6240,873,0
2019,106500,4.25,0.73,3040,360,208000,2700,534,0
2019,216500,4.25,0.8834,3040,180,278000,13260,696,0
2019,256500,4.375,0.4317,3040,240,348000,5400,753,0
2019,186500,4.375,0.1405,3040,360,918000,6960,611,0
2019,196500,4.75,0.424,3040,360,198000,3240,698,0
2019,166500,4.75,1.2144,3040,180,218000,7200,817,0
2019,76500,5.25,1.4221,3040,360,108000,4320,736,1
2019,106500,5.5,1.3664,3040,360,188000,3660,863,1
2019,186500,5.625,1.3268,3040,360,258000,5880,728,1
2019,456500,3.5,-0.1931,3040.02,360,798000,9960,830,0
2019,176500,3.99,1.1026,3040.17,240,208000,5640,789,0
2019,246500,3.375,-0.273,3040.24,360,368000,5700,719,0
2019,146500,4.75,0.6465,3040.24,360,158000,5640,775,0
2019,356500,4.5,0.3942,3040.25,360,628000,11580,776,0
2019,506500,3.49,0.2057,3040.33,360,548000,5580,529,0
2019,156500,4.375,1.3538,3040.37,180,208000,8220,781,0
2019,256500,4.375,0.3695,3040.47,180,378000,8340,692,0
2019,86500,3.99,1.4481,3040.5,180,398000,2580,647,0
2019,226500,4.125,0.6069,3040.6,360,278000,3660,657,0
2019,96500,3.5,0.9065,3040.73,360,168000,1260,631,0
2019,96500,4.375,1.0965,3040.77,360,98000,2640,732,0
2019,476500,4.125,0.398,3040.81,360,678000,6660,731,0
2019,286500,5.19,0.8618,3040.95,360,398000,3240,764,1
2019,406500,4.375,0.4489,3041,360,1008000,3780,797,0
2019,106500,4.125,1.125,3041.05,96,138000,3840,887,0
2019,446500,3.375,-0.4091,3041.25,360,878000,14760,799,0
2019,186500,4.25,0.1627,3041.25,360,298000,2280,608,0
2019,156500,4.125,0.4854,3041.37,360,248000,2640,840,0
2019,76500,4.56,0.5651,3041.5,360,228000,2820,598,0
2019,116500,3.99,1.1777,3041.56,240,148000,3300,520,0
2019,206500,4.375,0.6479,3041.56,360,318000,2820,867,0
2019,106500,4.5,1.2132,3041.75,120,618000,6540,845,0
2019,106500,4.625,0.8169,3041.75,360,378000,3360,642,0
2019,116500,4.5,1.0302,3041.96,360,218000,1860,656,0
2019,86500,4.625,1.141,3042,360,168000,1320,505,0
2019,546500,3.875,0.3331,3042.08,360,708000,14640,698,0
2019,236500,3.99,0.487,3042.13,360,388000,3660,780,0
2019,726500,3.69,-0.0609,3042.17,360,958000,12960,814,0
2019,286500,4.99,1.3153,3042.19,360,448000,7980,654,1
2019,436500,2.875,-0.6817,3042.4,360,608000,5160,760,0
2019,136500,3.99,0.4929,3042.41,180,358000,5160,542,0
2019,236500,3.875,0.4629,3042.5,300,288000,8700,702,0
2019,236500,3.99,0.6398,3042.5,324,298000,2820,675,0
2019,306500,4.56,0.824,3042.62,360,408000,9360,517,0
2019,126500,4.875,1.4401,3042.66,360,168000,3300,613,1
2019,86500,4.875,1.4175,3043.09,360,198000,6240,838,1
2019,306500,3.875,-0.0618,3043.11,360,328000,3600,527,0
2019,176500,3.99,0.4502,3043.12,360,188000,6540,817,0
2019,286500,4.49,1.1173,3043.28,360,338000,10860,513,0
2019,156500,3.99,1.3209,3043.4,360,218000,5040,669,0
2019,256500,4.5,0.601,3043.41,240,398000,9000,543,0
2019,246500,3.625,0.6642,3043.5,360,308000,2580,652,0
2019,236500,3.25,-0.2274,3043.84,360,338000,3360,853,0
2019,106500,4.56,0.5008,3044,360,418000,5640,685,0
2019,236500,4.99,1.4413,3044,360,298000,5400,797,1
2019,676500,3.49,-0.4881,3044.07,360,978000,7380,834,0
2019,76500,4.99,0.928,3044.07,360,98000,1740,645,1
2019,256500,4.25,-0.0677,3044.24,360,428000,2520,653,0
2019,156500,4.25,1.7798,3044.34,360,158000,2400,607,0
2019,536500,3.75,-0.0083,3044.38,360,718000,15900,658,0
2019,126500,4.875,1.0371,3044.5,360,178000,3240,701,1
2019,426500,3.75,0.107,3044.6,360,428000,8460,706,0
2019,116500,4.25,0.8567,3044.82,360,138000,2940,683,0
2019,186500,2.875,-0.2015,3045,360,638000,8880,699,0
2019,456500,3.375,-0.1066,3045,360,668000,5580,580,0
2019,206500,3.5,-0.0095,3045,360,268000,4980,840,0
2019,246500,3.99,0.0467,3045,360,648000,12000,872,0
2019,306500,4.125,0.2474,3045,360,588000,10080,571,0
2019,236500,4.375,0.2869,3045,240,488000,7980,751,0
2019,346500,4.99,0.9519,3045,360,448000,6900,585,1
2019,606500,4.99,0.27,3045,324,888000,9060,612,1
2019,246500,4.25,0.6639,3045.09,360,278000,2340,850,0
2019,116500,3.99,0.4288,3045.2,180,278000,3840,654,0
2019,126500,4.99,0.7097,3045.25,360,198000,4980,821,1
2019,186500,4.25,1.3337,3045.29,360,218000,6540,610,0
2019,126500,3.99,1.158,3045.3,360,168000,5040,725,0
2019,96500,3.625,0.1781,3045.7,360,228000,3000,745,0
2019,246500,3.75,0.0132,3045.88,360,568000,13800,765,0
2019,296500,2.875,-0.1993,3045.93,180,758000,8820,673,0
2019,256500,4.75,0.5033,3046,360,318000,3480,686,0
2019,166500,3.875,0.4663,3046.25,360,178000,3000,771,0
2019,236500,3.875,0.4049,3046.25,360,608000,4200,839,0
2019,146500,3.99,0.6622,3046.25,360,318000,4920,665,0
2019,726500,3.875,0.1266,3046.32,360,1428000,10200,896,0
2019,106500,3.99,0.8319,3046.36,360,148000,2460,751,0
2019,186500,3.99,1.0726,3046.49,240,278000,3240,720,0
2019,176500,3.875,0.4553,3046.76,360,258000,5700,865,0
2019,146500,3.375,-0.301,3046.88,360,198000,3600,853,0
2019,276500,3.375,-0.1544,3047,360,428000,5340,658,0
2019,136500,4.75,0.6059,3047.5,360,428000,4020,803,0
2019,166500,4.25,0.3041,3047.56,360,238000,4920,845,0
2019,276500,3.5,-0.1679,3047.76,360,868000,5520,700,0
2019,276500,3.625,0.6655,3048,240,358000,7560,711,0
2019,96500,4.25,1.2663,3048,180,118000,6780,505,0
2019,356500,3.99,0.462,3048.07,360,818000,6900,747,0
2019,106500,4.375,0.9326,3048.21,360,148000,5580,719,0
2019,326500,4.5,1.4562,3048.27,360,338000,6420,592,0
2019,296500,3.375,-0.1674,3048.34,360,758000,9960,528,0
2019,306500,4.75,0.5019,3048.35,360,458000,7920,700,0
2019,376500,3.5,-0.0724,3048.75,360,448000,4620,556,0
2019,406500,3.99,0.3351,3048.75,360,478000,7560,625,0
2019,216500,4.625,0.2852,3048.75,360,318000,4980,740,0
2019,376500,4.75,0.4401,3048.9,360,438000,6540,782,0
2019,166500,4.875,0.5718,3049,360,218000,2040,643,1
2019,356500,4.125,0.4763,3049.5,360,528000,8940,512,0
2019,416500,3.99,0.2769,3049.55,360,548000,11280,861,0
2019,356500,3.75,0.0868,3049.66,360,448000,4380,676,0
2019,146500,4.56,0.3817,3049.75,360,218000,1380,580,0
2019,346500,3,-0.692,3049.8,360,448000,4920,612,0
2019,326500,3.625,-0.0331,3049.88,360,828000,3300,876,0
2019,166500,3.99,0.7669,3049.9,360,228000,2160,826,0
2019,96500,3.125,0.4506,3050,180,158000,3540,571,0
2019,186500,3.5,0.6553,3050,240,228000,4500,880,0
2019,126500,3.625,0.8467,3050,204,248000,5340,749,0
2019,366500,3.625,-0.0786,3050,360,608000,7440,568,0
2019,166500,3.625,0.1477,3050,360,328000,7680,726,0
2019,76500,3.75,1.3739,3050,180,138000,3480,785,0
2019,106500,3.75,1.0068,3050,180,158000,3600,677,0
2019,366500,3.75,0.2474,3050,360,528000,6780,657,0
2019,126500,3.875,1.2155,3050,180,158000,3660,626,0
2019,366500,3.875,0.2664,3050,360,998000,4080,839,0
2019,186500,3.875,1.0572,3050,180,338000,4980,851,0
2019,486500,3.875,0.0629,3050,360,708000,7680,526,0
2019,96500,3.99,1.2658,3050,240,188000,1860,730,0
2019,76500,3.99,1.3867,3050,180,98000,2220,868,0
2019,126500,3.99,0.5617,3050,180,128000,4380,812,0
2019,246500,3.99,0.5137,3050,360,308000,5820,553,0
2019,296500,3.99,0.2633,3050,360,368000,5880,602,0
2019,106500,4.125,0.746,3050,180,138000,3060,596,0
2019,206500,4.125,0.5163,3050,360,278000,3180,807,0
2019,106500,4.25,0.252,3050,360,498000,2220,515,0
2019,246500,4.25,0.5229,3050,360,458000,5820,856,0
2019,366500,4.25,0.5414,3050,360,458000,6780,899,0
2019,226500,4.375,0.2679,3050,360,288000,4740,667,0
2019,186500,4.375,0.4707,3050,360,228000,6000,663,0
2019,186500,4.375,1.0267,3050,360,208000,7140,834,0
2019,96500,4.5,1.1361,3050,360,408000,1800,587,0
2019,86500,4.5,1.1477,3050,360,148000,2040,795,0
2019,186500,4.5,0.9007,3050,360,228000,3480,840,0
2019,186500,4.5,1.2805,3050,360,208000,3900,702,0
2019,186500,4.5,1.0354,3050,360,228000,3900,555,0
2019,316500,4.5,0.3968,3050,360,308000,5160,848,0
2019,246500,4.5,0.7977,3050,360,328000,5580,524,0
2019,366500,4.5,0.8461,3050,360,458000,14940,671,0
2019,96500,4.75,0.9351,3050,360,208000,2580,764,0
2019,386500,4.75,0.6636,3050,360,408000,4020,769,0
2019,106500,4.75,1.4162,3050,360,208000,5880,777,0
2019,196500,4.75,0.6265,3050,360,308000,7860,900,0
2019,96500,4.75,1.3045,3050,360,128000,8460,878,0
2019,306500,4.75,1.4148,3050,360,328000,13860,579,0
2019,106500,4.875,1.3652,3050,360,198000,1860,736,1
2019,186500,4.875,1.4297,3050,360,278000,2340,725,1
2019,186500,4.875,0.8501,3050,360,708000,4200,670,1
2019,196500,4.99,1.2896,3050,360,368000,2880,635,1
2019,306500,4.99,0.7764,3050,360,388000,7200,684,1
2019,286500,4.99,0.9956,3050,360,458000,8520,669,1
2019,306500,4.99,0.5168,3050,360,308000,12600,733,1
2019,106500,5.125,1.3524,3050,360,158000,6120,674,1
2019,116500,4.99,1.338,3050.03,360,128000,4080,626,1
2019,466500,3.375,-0.3786,3050.05,360,788000,11100,704,0
2019,276500,5.5,1.4702,3050.33,360,378000,3900,549,1
2019,126500,5.25,1.361,3050.5,360,188000,4920,814,1
2019,106500,3.875,1.2061,3050.58,360,138000,2880,591,0
2019,506500,3.625,-0.1436,3050.65,360,838000,7140,863,0
2019,486500,3.625,0.6474,3050.75,180,808000,21540,867,0
2019,246500,3.99,1.0184,3050.75,180,708000,7320,670,0
2019,206500,4.99,1.0619,3050.75,360,298000,2700,602,1
2019,116500,3.375,0.016,3050.84,360,138000,4020,631,0
2019,146500,4.5,1.4323,3050.94,180,168000,1980,678,0
2019,196500,4.25,0.6513,3051,180,248000,4680,832,0
2019,206500,3.875,0.2964,3051.07,360,268000,2040,506,0
2019,486500,3.875,0.1008,3051.16,360,678000,13200,847,0
2019,246500,4.25,0.5856,3051.25,360,348000,2760,813,0
2019,216500,4.25,0.9748,3051.33,360,258000,3480,632,0
2019,526500,4.375,1.0049,3051.4,360,558000,8520,593,0
2019,246500,3.875,0.8465,3051.5,240,408000,4860,892,0
2019,236500,3.125,0.3446,3051.53,360,248000,4740,616,0
2019,76500,4.375,1.4018,3051.84,120,188000,3180,710,0
2019,276500,3.99,1.1526,3051.86,360,288000,3780,725,0
2019,106500,3.99,0.6299,3052,360,198000,1620,843,0
2019,656500,3.99,0.4511,3052,360,908000,5280,778,0
2019,266500,4.99,0.8191,3052.12,360,288000,4800,688,1
2019,126500,4.5,0.6501,3052.25,360,278000,2880,658,0
